"","word","sentiment"
"6698","inconsiderate","anger"
"6699","inconsiderate","disgust"
"6700","inconsiderate","negative"
"6701","inconsiderate","sadness"
"6702","inconsistency","negative"
"6703","incontinence","surprise"
"6704","inconvenient","anger"
"6705","inconvenient","disgust"
"6706","inconvenient","negative"
"6707","inconvenient","sadness"
"6708","incorrect","negative"
"6709","increase","positive"
"6710","incredulous","anger"
"6711","incredulous","disgust"
"6712","incredulous","negative"
"6713","incrimination","fear"
"6714","incrimination","negative"
"6715","incrimination","sadness"
"6716","incubus","disgust"
"6717","incubus","fear"
"6718","incubus","negative"
"6719","incur","negative"
"6720","incurable","anger"
"6721","incurable","disgust"
"6722","incurable","fear"
"6723","incurable","negative"
"6724","incurable","sadness"
"6725","incursion","fear"
"6726","incursion","negative"
"6727","indecency","anger"
"6728","indecency","disgust"
"6729","indecent","disgust"
"6730","indecent","negative"
"6731","indecision","negative"
"6732","indecisive","negative"
"6733","indefensible","fear"
"6734","indefensible","negative"
"6735","indelible","positive"
"6736","indelible","trust"
"6737","indemnify","negative"
"6738","indemnity","positive"
"6739","indemnity","trust"
"6740","indent","trust"
"6741","indenture","anger"
"6742","indenture","negative"
"6743","independence","anticipation"
"6744","independence","joy"
"6745","independence","positive"
"6746","independence","surprise"
"6747","independence","trust"
"6748","indestructible","positive"
"6749","indestructible","trust"
"6750","indeterminate","negative"
"6751","indict","anger"
"6752","indict","fear"
"6753","indict","negative"
"6754","indictment","fear"
"6755","indictment","negative"
"6756","indifference","anger"
"6757","indifference","disgust"
"6758","indifference","fear"
"6759","indifference","negative"
"6760","indifference","sadness"
"6761","indigent","negative"
"6762","indigent","sadness"
"6763","indignant","anger"
"6764","indignant","negative"
"6765","indignation","anger"
"6766","indignation","disgust"
"6767","indignation","negative"
"6768","indistinct","negative"
"6769","individuality","positive"
"6770","indivisible","trust"
"6771","indoctrination","anger"
"6772","indoctrination","fear"
"6773","indoctrination","negative"
"6774","indolent","negative"
"6775","indomitable","fear"
"6776","indomitable","positive"
"6777","ineffable","positive"
"6778","ineffective","negative"
"6779","ineffectual","disgust"
"6780","ineffectual","negative"
"6781","inefficiency","disgust"
"6782","inefficiency","negative"
"6783","inefficiency","sadness"
"6784","inefficient","negative"
"6785","inefficient","sadness"
"6786","inept","anger"
"6787","inept","disgust"
"6788","inept","negative"
"6789","ineptitude","disgust"
"6790","ineptitude","fear"
"6791","ineptitude","negative"
"6792","ineptitude","sadness"
"6793","inequality","anger"
"6794","inequality","fear"
"6795","inequality","negative"
"6796","inequality","sadness"
"6797","inequitable","negative"
"6798","inert","negative"
"6799","inexcusable","anger"
"6800","inexcusable","disgust"
"6801","inexcusable","negative"
"6802","inexcusable","sadness"
"6803","inexpensive","positive"
"6804","inexperience","negative"
"6805","inexperienced","negative"
"6806","inexplicable","negative"
"6807","inexplicable","surprise"
"6808","infallibility","trust"
"6809","infallible","positive"
"6810","infamous","anger"
"6811","infamous","disgust"
"6812","infamous","fear"
"6813","infamous","negative"
"6814","infamy","negative"
"6815","infamy","sadness"
"6816","infant","anticipation"
"6817","infant","fear"
"6818","infant","joy"
"6819","infant","positive"
"6820","infant","surprise"
"6821","infanticide","anger"
"6822","infanticide","anticipation"
"6823","infanticide","disgust"
"6824","infanticide","fear"
"6825","infanticide","negative"
"6826","infanticide","sadness"
"6827","infantile","anger"
"6828","infantile","disgust"
"6829","infantile","negative"
"6830","infarct","fear"
"6831","infarct","negative"
"6832","infarct","surprise"
"6833","infect","disgust"
"6834","infect","negative"
"6835","infection","fear"
"6836","infection","negative"
"6837","infectious","disgust"
"6838","infectious","fear"
"6839","infectious","negative"
"6840","infectious","sadness"
"6841","inferior","negative"
"6842","inferior","sadness"
"6843","inferiority","negative"
"6844","inferno","anger"
"6845","inferno","fear"
"6846","inferno","negative"
"6847","infertility","negative"
"6848","infertility","sadness"
"6849","infestation","disgust"
"6850","infestation","fear"
"6851","infestation","negative"
"6852","infidel","anger"
"6853","infidel","disgust"
"6854","infidel","fear"
"6855","infidel","negative"
"6856","infidelity","anger"
"6857","infidelity","disgust"
"6858","infidelity","fear"
"6859","infidelity","negative"
"6860","infidelity","sadness"
"6861","infiltration","negative"
"6862","infiltration","positive"
"6863","infinite","positive"
"6864","infinity","anticipation"
"6865","infinity","joy"
"6866","infinity","positive"
"6867","infinity","trust"
"6868","infirm","negative"
"6869","infirmity","fear"
"6870","infirmity","negative"
"6871","inflammation","negative"
"6872","inflated","negative"
"6873","inflation","fear"
"6874","inflation","negative"
"6875","inflict","anger"
"6876","inflict","fear"
"6877","inflict","negative"
"6878","inflict","sadness"
"6879","infliction","fear"
"6880","infliction","negative"
"6881","infliction","sadness"
"6882","influence","negative"
"6883","influence","positive"
"6884","influential","positive"
"6885","influential","trust"
"6886","influenza","negative"
"6887","inform","trust"
"6888","information","positive"
"6889","informer","negative"
"6890","infraction","anger"
"6891","infraction","negative"
"6892","infrequent","surprise"
"6893","infrequently","negative"
"6894","infringement","negative"
"6895","ingenious","positive"
"6896","inheritance","anticipation"
"6897","inheritance","joy"
"6898","inheritance","positive"
"6899","inheritance","surprise"
"6900","inheritance","trust"
"6901","inhibit","anger"
"6902","inhibit","disgust"
"6903","inhibit","negative"
"6904","inhibit","sadness"
"6905","inhospitable","negative"
"6906","inhospitable","sadness"
"6907","inhuman","anger"
"6908","inhuman","disgust"
"6909","inhuman","fear"
"6910","inhuman","negative"
"6911","inhuman","sadness"
"6912","inhumanity","negative"
"6913","inhumanity","sadness"
"6914","inimical","anger"
"6915","inimical","negative"
"6916","inimical","sadness"
"6917","inimitable","positive"
"6918","inimitable","trust"
"6919","iniquity","disgust"
"6920","iniquity","negative"
"6921","injection","fear"
"6922","injunction","negative"
"6923","injure","anger"
"6924","injure","fear"
"6925","injure","negative"
"6926","injure","sadness"
"6927","injured","fear"
"6928","injured","negative"
"6929","injured","sadness"
"6930","injurious","anger"
"6931","injurious","fear"
"6932","injurious","negative"
"6933","injurious","sadness"
"6934","injury","anger"
"6935","injury","fear"
"6936","injury","negative"
"6937","injury","sadness"
"6938","injustice","anger"
"6939","injustice","negative"
"6940","inmate","disgust"
"6941","inmate","fear"
"6942","inmate","negative"
"6943","innocence","positive"
"6944","innocent","positive"
"6945","innocent","trust"
"6946","innocently","positive"
"6947","innocuous","positive"
"6948","innovate","positive"
"6949","innovation","positive"
"6950","inoculation","anticipation"
"6951","inoculation","trust"
"6952","inoperative","anger"
"6953","inoperative","negative"
"6954","inquirer","positive"
"6955","inquiry","anticipation"
"6956","inquiry","positive"
"6957","inquisitive","positive"
"6958","insane","anger"
"6959","insane","fear"
"6960","insane","negative"
"6961","insanity","anger"
"6962","insanity","disgust"
"6963","insanity","fear"
"6964","insanity","negative"
"6965","insanity","sadness"
"6966","insecure","anger"
"6967","insecure","fear"
"6968","insecure","negative"
"6969","insecure","sadness"
"6970","insecurity","fear"
"6971","insecurity","negative"
"6972","inseparable","joy"
"6973","inseparable","positive"
"6974","inseparable","trust"
"6975","insidious","anger"
"6976","insidious","disgust"
"6977","insidious","fear"
"6978","insidious","negative"
"6979","insignia","positive"
"6980","insignificance","negative"
"6981","insignificant","anger"
"6982","insignificant","negative"
"6983","insignificant","sadness"
"6984","insipid","negative"
"6985","insolent","negative"
"6986","insolvency","fear"
"6987","insolvency","negative"
"6988","insolvency","sadness"
"6989","insolvency","surprise"
"6990","insolvent","fear"
"6991","insolvent","negative"
"6992","insolvent","sadness"
"6993","insolvent","trust"
"6994","inspector","positive"
"6995","inspiration","anticipation"
"6996","inspiration","joy"
"6997","inspiration","positive"
"6998","inspire","anticipation"
"6999","inspire","joy"
"7000","inspire","positive"
"7001","inspire","trust"
"7002","inspired","joy"
"7003","inspired","positive"
"7004","inspired","surprise"
"7005","inspired","trust"
"7006","instability","disgust"
"7007","instability","fear"
"7008","instability","negative"
"7009","install","anticipation"
"7010","instigate","negative"
"7011","instigation","negative"
"7012","instinctive","anger"
"7013","instinctive","disgust"
"7014","instinctive","fear"
"7015","instinctive","positive"
"7016","institute","trust"
"7017","instruct","positive"
"7018","instruct","trust"
"7019","instruction","positive"
"7020","instruction","trust"
"7021","instructions","anticipation"
"7022","instructions","trust"
"7023","instructor","anticipation"
"7024","instructor","positive"
"7025","instructor","trust"
"7026","instrumental","positive"
"7027","insufficiency","anger"
"7028","insufficiency","negative"
"7029","insufficient","negative"
"7030","insufficiently","negative"
"7031","insulation","trust"
"7032","insult","anger"
"7033","insult","disgust"
"7034","insult","negative"
"7035","insult","sadness"
"7036","insult","surprise"
"7037","insulting","anger"
"7038","insulting","disgust"
"7039","insulting","fear"
"7040","insulting","negative"
"7041","insulting","sadness"
"7042","insure","positive"
"7043","insure","trust"
"7044","insurgent","negative"
"7045","insurmountable","fear"
"7046","insurmountable","negative"
"7047","insurmountable","sadness"
"7048","insurrection","anger"
"7049","insurrection","negative"
"7050","intact","positive"
"7051","intact","trust"
"7052","integrity","positive"
"7053","integrity","trust"
"7054","intellect","positive"
"7055","intellectual","positive"
"7056","intelligence","fear"
"7057","intelligence","joy"
"7058","intelligence","positive"
"7059","intelligence","trust"
"7060","intelligent","positive"
"7061","intelligent","trust"
"7062","intend","trust"
"7063","intended","anticipation"
"7064","intended","positive"
"7065","intense","anger"
"7066","intense","disgust"
"7067","intense","fear"
"7068","intense","joy"
"7069","intense","negative"
"7070","intense","positive"
"7071","intense","surprise"
"7072","intense","trust"
"7073","inter","negative"
"7074","inter","sadness"
"7075","intercede","fear"
"7076","intercede","sadness"
"7077","intercession","trust"
"7078","intercourse","positive"
"7079","interdiction","negative"
"7080","interest","positive"
"7081","interested","disgust"
"7082","interested","positive"
"7083","interested","sadness"
"7084","interesting","positive"
"7085","interference","negative"
"7086","interim","anticipation"
"7087","interior","disgust"
"7088","interior","positive"
"7089","interior","trust"
"7090","interlocutory","positive"
"7091","interlude","positive"
"7092","interment","negative"
"7093","interment","sadness"
"7094","interminable","anger"
"7095","interminable","anticipation"
"7096","interminable","negative"
"7097","interminable","positive"
"7098","intermission","anticipation"
"7099","interrogate","fear"
"7100","interrogation","fear"
"7101","interrupt","anger"
"7102","interrupt","negative"
"7103","interrupt","surprise"
"7104","interrupted","negative"
"7105","interrupted","sadness"
"7106","intervention","negative"
"7107","intervention","positive"
"7108","intervention","sadness"
"7109","interviewer","fear"
"7110","intestate","negative"
"7111","intestinal","disgust"
"7112","intimate","anticipation"
"7113","intimate","joy"
"7114","intimate","positive"
"7115","intimate","trust"
"7116","intimately","anticipation"
"7117","intimately","fear"
"7118","intimately","joy"
"7119","intimidate","fear"
"7120","intimidate","negative"
"7121","intimidation","anger"
"7122","intimidation","fear"
"7123","intimidation","negative"
"7124","intolerable","anger"
"7125","intolerable","negative"
"7126","intolerance","anger"
"7127","intolerance","disgust"
"7128","intolerance","fear"
"7129","intolerance","negative"
"7130","intolerant","anger"
"7131","intolerant","disgust"
"7132","intolerant","fear"
"7133","intolerant","negative"
"7134","intolerant","sadness"
"7135","intonation","positive"
"7136","intoxicated","disgust"
"7137","intoxicated","negative"
"7138","intractable","anger"
"7139","intractable","negative"
"7140","intrepid","positive"
"7141","intrigue","anticipation"
"7142","intrigue","fear"
"7143","intrigue","negative"
"7144","intrigue","surprise"
"7145","intruder","anger"
"7146","intruder","fear"
"7147","intruder","negative"
"7148","intruder","surprise"
"7149","intrusion","fear"
"7150","intrusion","negative"
"7151","intrusive","anger"
"7152","intrusive","disgust"
"7153","intrusive","fear"
"7154","intrusive","negative"
"7155","intrusive","surprise"
"7156","intuition","positive"
"7157","intuition","trust"
"7158","intuitive","positive"
"7159","intuitively","anticipation"
"7160","invade","anger"
"7161","invade","fear"
"7162","invade","negative"
"7163","invade","sadness"
"7164","invade","surprise"
"7165","invader","anger"
"7166","invader","fear"
"7167","invader","negative"
"7168","invader","sadness"
"7169","invalid","sadness"
"7170","invalidate","negative"
"7171","invalidation","negative"
"7172","invalidity","negative"
"7173","invariably","positive"
"7174","invasion","anger"
"7175","invasion","negative"
"7176","inventive","positive"
"7177","inventor","positive"
"7178","investigate","positive"
"7179","investigation","anticipation"
"7180","invigorate","positive"
"7181","invitation","anticipation"
"7182","invitation","positive"
"7183","invite","anticipation"
"7184","invite","joy"
"7185","invite","positive"
"7186","invite","surprise"
"7187","invite","trust"
"7188","inviting","anticipation"
"7189","inviting","joy"
"7190","inviting","positive"
"7191","inviting","surprise"
"7192","inviting","trust"
"7193","invocation","anticipation"
"7194","invocation","trust"
"7195","invoke","anticipation"
"7196","involuntary","negative"
"7197","involution","anger"
"7198","involution","negative"
"7199","involvement","anger"
"7200","irate","anger"
"7201","irate","negative"
"7202","ire","anger"
"7203","ire","negative"
"7204","iris","fear"
"7205","iron","positive"
"7206","iron","trust"
"7207","irons","negative"
"7208","irrational","disgust"
"7209","irrational","fear"
"7210","irrational","negative"
"7211","irrationality","negative"
"7212","irreconcilable","anger"
"7213","irreconcilable","fear"
"7214","irreconcilable","negative"
"7215","irreconcilable","sadness"
"7216","irreducible","positive"
"7217","irrefutable","positive"
"7218","irrefutable","trust"
"7219","irregular","negative"
"7220","irregularity","negative"
"7221","irrelevant","negative"
"7222","irreparable","fear"
"7223","irreparable","negative"
"7224","irreparable","sadness"
"7225","irresponsible","negative"
"7226","irreverent","negative"
"7227","irrevocable","negative"
"7228","irritability","anger"
"7229","irritability","negative"
"7230","irritable","anger"
"7231","irritable","negative"
"7232","irritating","anger"
"7233","irritating","disgust"
"7234","irritating","negative"
"7235","irritation","anger"
"7236","irritation","disgust"
"7237","irritation","negative"
"7238","irritation","sadness"
"7239","isolate","sadness"
"7240","isolated","fear"
"7241","isolated","negative"
"7242","isolated","sadness"
"7243","isolation","negative"
"7244","isolation","sadness"
"7245","jab","anger"
"7246","jabber","negative"
"7247","jackpot","anticipation"
"7248","jackpot","joy"
"7249","jackpot","positive"
"7250","jackpot","surprise"
"7251","jail","fear"
"7252","jail","negative"
"7253","jail","sadness"
"7254","jam","positive"
"7255","janitor","disgust"
"7256","jargon","negative"
"7257","jarring","fear"
"7258","jarring","negative"
"7259","jarring","sadness"
"7260","jaundice","fear"
"7261","jaundice","negative"
"7262","jaws","fear"
"7263","jealous","anger"
"7264","jealous","disgust"
"7265","jealous","negative"
"7266","jealousy","anger"
"7267","jealousy","disgust"
"7268","jealousy","fear"
"7269","jealousy","negative"
"7270","jealousy","sadness"
"7271","jeopardize","anger"
"7272","jeopardize","fear"
"7273","jeopardize","negative"
"7274","jeopardy","anticipation"
"7275","jeopardy","fear"
"7276","jeopardy","negative"
"7277","jerk","anger"
"7278","jerk","surprise"
"7279","jest","joy"
"7280","jest","positive"
"7281","jest","surprise"
"7282","job","positive"
"7283","john","disgust"
"7284","john","negative"
"7285","join","positive"
"7286","joined","positive"
"7287","joke","negative"
"7288","joker","joy"
"7289","joker","positive"
"7290","joker","surprise"
"7291","joking","positive"
"7292","jolt","surprise"
"7293","jornada","negative"
"7294","journalism","trust"
"7295","journalist","positive"
"7296","journey","anticipation"
"7297","journey","fear"
"7298","journey","joy"
"7299","journey","positive"
"7300","journeyman","trust"
"7301","jovial","joy"
"7302","jovial","positive"
"7303","joy","joy"
"7304","joy","positive"
"7305","joyful","joy"
"7306","joyful","positive"
"7307","joyful","trust"
"7308","joyous","joy"
"7309","joyous","positive"
"7310","jubilant","joy"
"7311","jubilant","positive"
"7312","jubilant","surprise"
"7313","jubilant","trust"
"7314","jubilee","joy"
"7315","jubilee","positive"
"7316","jubilee","surprise"
"7317","judgment","surprise"
"7318","judicial","anticipation"
"7319","judicial","positive"
"7320","judicial","trust"
"7321","judiciary","anticipation"
"7322","judiciary","trust"
"7323","judicious","positive"
"7324","judicious","trust"
"7325","jumble","negative"
"7326","jump","joy"
"7327","jump","positive"
"7328","jungle","fear"
"7329","junk","negative"
"7330","junta","negative"
"7331","jurisprudence","sadness"
"7332","jurist","trust"
"7333","jury","trust"
"7334","justice","positive"
"7335","justice","trust"
"7336","justifiable","positive"
"7337","justifiable","trust"
"7338","justification","positive"
"7339","juvenile","negative"
"7340","keepsake","positive"
"7341","ken","positive"
"7342","kennel","sadness"
"7343","kern","negative"
"7344","kerosene","fear"
"7345","keynote","positive"
"7346","keystone","positive"
"7347","khan","fear"
"7348","khan","trust"
"7349","kick","anger"
"7350","kick","negative"
"7351","kicking","anger"
"7352","kidnap","anger"
"7353","kidnap","fear"
"7354","kidnap","negative"
"7355","kidnap","sadness"
"7356","kidnap","surprise"
"7357","kill","fear"
"7358","kill","negative"
"7359","kill","sadness"
"7360","killing","anger"
"7361","killing","fear"
"7362","killing","negative"
"7363","killing","sadness"
"7364","kind","joy"
"7365","kind","positive"
"7366","kind","trust"
"7367","kindness","positive"
"7368","kindred","anticipation"
"7369","kindred","joy"
"7370","kindred","positive"
"7371","kindred","trust"
"7372","king","positive"
"7373","kiss","anticipation"
"7374","kiss","joy"
"7375","kiss","positive"
"7376","kiss","surprise"
"7377","kite","disgust"
"7378","kite","negative"
"7379","kitten","joy"
"7380","kitten","positive"
"7381","kitten","trust"
"7382","knack","positive"
"7383","knell","fear"
"7384","knell","negative"
"7385","knell","sadness"
"7386","knickers","trust"
"7387","knight","positive"
"7388","knotted","negative"
"7389","knowing","positive"
"7390","knowledge","positive"
"7391","kudos","joy"
"7392","kudos","positive"
"7393","label","trust"
"7394","labor","anticipation"
"7395","labor","joy"
"7396","labor","positive"
"7397","labor","surprise"
"7398","labor","trust"
"7399","labored","negative"
"7400","labored","sadness"
"7401","laborious","negative"
"7402","labyrinth","anticipation"
"7403","labyrinth","negative"
"7404","lace","anger"
"7405","lace","fear"
"7406","lace","negative"
"7407","lace","positive"
"7408","lace","sadness"
"7409","lace","trust"
"7410","lack","negative"
"7411","lacking","negative"
"7412","lackluster","negative"
"7413","laden","negative"
"7414","lag","negative"
"7415","lagging","anger"
"7416","lagging","anticipation"
"7417","lagging","disgust"
"7418","lagging","negative"
"7419","lagging","sadness"
"7420","lair","negative"
"7421","lamb","joy"
"7422","lamb","positive"
"7423","lamb","trust"
"7424","lament","disgust"
"7425","lament","fear"
"7426","lament","negative"
"7427","lament","sadness"
"7428","lamenting","sadness"
"7429","land","positive"
"7430","landed","positive"
"7431","landmark","trust"
"7432","landslide","fear"
"7433","landslide","negative"
"7434","landslide","sadness"
"7435","languid","negative"
"7436","languish","negative"
"7437","languishing","fear"
"7438","languishing","negative"
"7439","languishing","sadness"
"7440","lapse","negative"
"7441","larceny","disgust"
"7442","larceny","negative"
"7443","larger","disgust"
"7444","larger","surprise"
"7445","larger","trust"
"7446","laser","positive"
"7447","laser","trust"
"7448","lash","anger"
"7449","lash","fear"
"7450","lash","negative"
"7451","late","negative"
"7452","late","sadness"
"7453","lateness","negative"
"7454","latent","anger"
"7455","latent","anticipation"
"7456","latent","disgust"
"7457","latent","negative"
"7458","latent","surprise"
"7459","latrines","disgust"
"7460","latrines","negative"
"7461","laudable","positive"
"7462","laugh","joy"
"7463","laugh","positive"
"7464","laugh","surprise"
"7465","laughable","disgust"
"7466","laughable","negative"
"7467","laughing","joy"
"7468","laughing","positive"
"7469","laughter","anticipation"
"7470","laughter","joy"
"7471","laughter","positive"
"7472","laughter","surprise"
"7473","launch","anticipation"
"7474","launch","positive"
"7475","laureate","positive"
"7476","laureate","trust"
"7477","laurel","positive"
"7478","laurels","joy"
"7479","laurels","positive"
"7480","lava","anger"
"7481","lava","fear"
"7482","lava","negative"
"7483","lavatory","disgust"
"7484","lavish","positive"
"7485","law","trust"
"7486","lawful","positive"
"7487","lawful","trust"
"7488","lawlessness","anger"
"7489","lawlessness","fear"
"7490","lawlessness","negative"
"7491","lawsuit","anger"
"7492","lawsuit","disgust"
"7493","lawsuit","fear"
"7494","lawsuit","negative"
"7495","lawsuit","sadness"
"7496","lawsuit","surprise"
"7497","lawyer","anger"
"7498","lawyer","disgust"
"7499","lawyer","fear"
"7500","lawyer","negative"
"7501","lax","negative"
"7502","lax","sadness"
"7503","laxative","disgust"
"7504","laxative","fear"
"7505","laxative","negative"
"7506","lazy","negative"
"7507","lead","positive"
"7508","leader","positive"
"7509","leader","trust"
"7510","leading","trust"
"7511","league","positive"
"7512","leak","negative"
"7513","leakage","negative"
"7514","leaky","negative"
"7515","leaning","trust"
"7516","learn","positive"
"7517","learning","positive"
"7518","leave","negative"
"7519","leave","sadness"
"7520","leave","surprise"
"7521","lecturer","positive"
"7522","leech","negative"
"7523","leeches","disgust"
"7524","leeches","fear"
"7525","leeches","negative"
"7526","leer","disgust"
"7527","leer","negative"
"7528","leery","surprise"
"7529","leeway","positive"
"7530","legal","positive"
"7531","legal","trust"
"7532","legalized","anger"
"7533","legalized","fear"
"7534","legalized","joy"
"7535","legalized","positive"
"7536","legalized","trust"
"7537","legendary","positive"
"7538","legibility","positive"
"7539","legible","positive"
"7540","legislator","trust"
"7541","legislature","trust"
"7542","legitimacy","trust"
"7543","leisure","anticipation"
"7544","leisure","joy"
"7545","leisure","positive"
"7546","leisure","surprise"
"7547","leisure","trust"
"7548","leisurely","positive"
"7549","lemma","positive"
"7550","lemon","disgust"
"7551","lemon","negative"
"7552","lender","trust"
"7553","lenient","positive"
"7554","leprosy","disgust"
"7555","leprosy","fear"
"7556","leprosy","negative"
"7557","leprosy","sadness"
"7558","lesbian","disgust"
"7559","lesbian","negative"
"7560","lesbian","sadness"
"7561","lessen","anticipation"
"7562","lessen","negative"
"7563","lesser","disgust"
"7564","lesser","negative"
"7565","lesson","anticipation"
"7566","lesson","positive"
"7567","lesson","trust"
"7568","lethal","disgust"
"7569","lethal","fear"
"7570","lethal","negative"
"7571","lethal","sadness"
"7572","lethargy","negative"
"7573","lethargy","sadness"
"7574","letter","anticipation"
"7575","lettered","anticipation"
"7576","lettered","positive"
"7577","lettered","trust"
"7578","leukemia","anger"
"7579","leukemia","fear"
"7580","leukemia","negative"
"7581","leukemia","sadness"
"7582","levee","trust"
"7583","level","positive"
"7584","level","trust"
"7585","leverage","positive"
"7586","levy","negative"
"7587","lewd","disgust"
"7588","lewd","negative"
"7589","liaison","negative"
"7590","liar","disgust"
"7591","liar","negative"
"7592","libel","anger"
"7593","libel","fear"
"7594","libel","negative"
"7595","libel","trust"
"7596","liberal","negative"
"7597","liberal","positive"
"7598","liberate","anger"
"7599","liberate","anticipation"
"7600","liberate","joy"
"7601","liberate","positive"
"7602","liberate","surprise"
"7603","liberate","trust"
"7604","liberation","anticipation"
"7605","liberation","joy"
"7606","liberation","positive"
"7607","liberation","surprise"
"7608","liberty","anticipation"
"7609","liberty","joy"
"7610","liberty","positive"
"7611","liberty","surprise"
"7612","liberty","trust"
"7613","library","positive"
"7614","lick","disgust"
"7615","lick","negative"
"7616","lie","anger"
"7617","lie","disgust"
"7618","lie","negative"
"7619","lie","sadness"
"7620","lieutenant","trust"
"7621","lifeblood","positive"
"7622","lifeless","fear"
"7623","lifeless","negative"
"7624","lifeless","sadness"
"7625","lighthouse","positive"
"7626","lightning","anger"
"7627","lightning","fear"
"7628","lightning","surprise"
"7629","liking","joy"
"7630","liking","positive"
"7631","liking","trust"
"7632","limited","anger"
"7633","limited","negative"
"7634","limited","sadness"
"7635","limp","negative"
"7636","lines","fear"
"7637","linger","anticipation"
"7638","linguist","positive"
"7639","linguist","trust"
"7640","lint","negative"
"7641","lion","fear"
"7642","lion","positive"
"7643","liquor","anger"
"7644","liquor","joy"
"7645","liquor","negative"
"7646","liquor","sadness"
"7647","listless","negative"
"7648","listless","sadness"
"7649","lithe","positive"
"7650","litigant","negative"
"7651","litigate","anger"
"7652","litigate","anticipation"
"7653","litigate","disgust"
"7654","litigate","fear"
"7655","litigate","negative"
"7656","litigate","sadness"
"7657","litigation","negative"
"7658","litigious","anger"
"7659","litigious","disgust"
"7660","litigious","negative"
"7661","litter","negative"
"7662","livid","anger"
"7663","livid","disgust"
"7664","livid","negative"
"7665","loaf","negative"
"7666","loafer","negative"
"7667","loath","anger"
"7668","loath","negative"
"7669","loathe","anger"
"7670","loathe","disgust"
"7671","loathe","negative"
"7672","loathing","disgust"
"7673","loathing","negative"
"7674","loathsome","anger"
"7675","loathsome","disgust"
"7676","loathsome","negative"
"7677","lobbyist","negative"
"7678","localize","anticipation"
"7679","lockup","fear"
"7680","lockup","negative"
"7681","lockup","sadness"
"7682","locust","fear"
"7683","locust","negative"
"7684","lodging","trust"
"7685","lofty","negative"
"7686","logical","positive"
"7687","lone","sadness"
"7688","loneliness","fear"
"7689","loneliness","negative"
"7690","loneliness","sadness"
"7691","lonely","anger"
"7692","lonely","disgust"
"7693","lonely","fear"
"7694","lonely","negative"
"7695","lonely","sadness"
"7696","lonesome","negative"
"7697","lonesome","sadness"
"7698","long","anticipation"
"7699","longevity","positive"
"7700","longing","anticipation"
"7701","longing","sadness"
"7702","loo","disgust"
"7703","loo","negative"
"7704","loom","anticipation"
"7705","loom","fear"
"7706","loom","negative"
"7707","loon","disgust"
"7708","loon","negative"
"7709","loony","negative"
"7710","loot","negative"
"7711","lord","disgust"
"7712","lord","negative"
"7713","lord","positive"
"7714","lord","trust"
"7715","lordship","positive"
"7716","lose","anger"
"7717","lose","disgust"
"7718","lose","fear"
"7719","lose","negative"
"7720","lose","sadness"
"7721","lose","surprise"
"7722","losing","anger"
"7723","losing","negative"
"7724","losing","sadness"
"7725","loss","anger"
"7726","loss","fear"
"7727","loss","negative"
"7728","loss","sadness"
"7729","lost","negative"
"7730","lost","sadness"
"7731","lottery","anticipation"
"7732","loudness","anger"
"7733","loudness","negative"
"7734","lounge","negative"
"7735","louse","disgust"
"7736","louse","negative"
"7737","lovable","joy"
"7738","lovable","positive"
"7739","lovable","trust"
"7740","love","joy"
"7741","love","positive"
"7742","lovely","anticipation"
"7743","lovely","joy"
"7744","lovely","positive"
"7745","lovely","sadness"
"7746","lovely","surprise"
"7747","lovely","trust"
"7748","lovemaking","joy"
"7749","lovemaking","positive"
"7750","lovemaking","trust"
"7751","lover","anticipation"
"7752","lover","joy"
"7753","lover","positive"
"7754","lover","trust"
"7755","loving","joy"
"7756","loving","positive"
"7757","loving","trust"
"7758","lower","negative"
"7759","lower","sadness"
"7760","lowering","negative"
"7761","lowest","negative"
"7762","lowest","sadness"
"7763","lowlands","negative"
"7764","lowly","negative"
"7765","lowly","sadness"
"7766","loyal","fear"
"7767","loyal","joy"
"7768","loyal","positive"
"7769","loyal","surprise"
"7770","loyal","trust"
"7771","loyalty","positive"
"7772","loyalty","trust"
"7773","luck","anticipation"
"7774","luck","joy"
"7775","luck","positive"
"7776","luck","surprise"
"7777","lucky","joy"
"7778","lucky","positive"
"7779","lucky","surprise"
"7780","ludicrous","negative"
"7781","lull","anticipation"
"7782","lumbering","negative"
"7783","lump","negative"
"7784","lumpy","disgust"
"7785","lumpy","negative"
"7786","lunacy","anger"
"7787","lunacy","disgust"
"7788","lunacy","fear"
"7789","lunacy","negative"
"7790","lunacy","sadness"
"7791","lunatic","anger"
"7792","lunatic","disgust"
"7793","lunatic","fear"
"7794","lunatic","negative"
"7795","lunge","surprise"
"7796","lurch","negative"
"7797","lure","negative"
"7798","lurid","disgust"
"7799","lurid","negative"
"7800","lurk","negative"
"7801","lurking","negative"
"7802","luscious","anticipation"
"7803","luscious","joy"
"7804","luscious","positive"
"7805","lush","disgust"
"7806","lush","negative"
"7807","lush","sadness"
"7808","lust","anticipation"
"7809","lust","negative"
"7810","luster","joy"
"7811","luster","positive"
"7812","lustful","negative"
"7813","lustrous","positive"
"7814","lusty","disgust"
"7815","luxuriant","positive"
"7816","luxurious","joy"
"7817","luxurious","positive"
"7818","luxury","joy"
"7819","luxury","positive"
"7820","lying","anger"
"7821","lying","disgust"
"7822","lying","negative"
"7823","lynch","anger"
"7824","lynch","disgust"
"7825","lynch","fear"
"7826","lynch","negative"
"7827","lynch","sadness"
"7828","lyre","joy"
