"","dur","proto","service","state","spkts","dpkts","sbytes","dbytes","rate","sttl","dttl","sload","dload","sloss","dloss","sinpkt","dinpkt","sjit","djit","swin","stcpb","dtcpb","dwin","tcprtt","synack","ackdat","smean","dmean","trans_depth","response_body_len","ct_srv_src","ct_state_ttl","ct_dst_ltm","ct_src_dport_ltm","attack_cat","label"
"227",0.468924,"tcp","-","FIN",10,6,584,268,31.988127,254,252,8973.736328,3821.514893,2,1,46.641556,72.322203,2540.084574,102.465563,255,1.51837578375863e-314,1.98146619341769e-314,255,0.19097,0.107302,0.083668,58,45,0,0,7,1,1,1,"Shellcode",1
"228",1.1e-05,"udp","-","INT",2,0,1474,0,90909.0902,254,0,5.36e+08,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,737,0,0,0,2,2,1,1,"Shellcode",1
"229",1.858236,"tcp","-","FIN",10,8,764,354,9.148461,254,252,2961.948975,1334.599121,2,1,201.374,251.426578,13724.70675,362.711719,255,2.01899040856795e-314,1.8984329947977e-314,255,0.194958,0.09824,0.096718,76,44,0,0,4,1,1,1,"Shellcode",1
"230",0.420153,"tcp","-","FIN",10,6,1078,268,35.701281,254,252,18488.50391,4265.112793,2,1,45.470111,74.449602,2542.702092,121.519805,255,4.35551871876398e-315,1.50975147759861e-315,255,0.088732,0.047898,0.040834,108,45,0,0,2,1,1,1,"Shellcode",1
"231",1.2e-05,"udp","-","INT",2,0,298,0,83333.33039,254,0,99333328,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,149,0,0,0,7,2,1,1,"Shellcode",1
"232",1.3e-05,"udp","-","INT",2,0,754,0,76923.07779,254,0,2.32e+08,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,377,0,0,0,1,2,2,1,"Shellcode",1
"233",1.1e-05,"udp","-","INT",2,0,486,0,90909.0902,254,0,176727264,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,243,0,0,0,9,2,1,1,"Shellcode",1
"234",8e-06,"udp","-","INT",2,0,1448,0,125000.0003,254,0,7.24e+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,724,0,0,0,2,2,1,1,"Shellcode",1
"235",0.325821,"tcp","-","FIN",10,6,542,268,46.037546,254,252,11982.03906,5499.952148,2,1,34.247,58.482398,1688.522688,87.27843,255,2.10670856342981e-314,7.47796710890338e-315,255,0.080352,0.033405,0.046947,54,45,0,0,2,1,1,1,"Shellcode",1
"236",1.1e-05,"udp","-","INT",2,0,336,0,90909.0902,254,0,122181816,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,168,0,0,0,1,2,1,1,"Shellcode",1
"237",4e-06,"udp","-","INT",2,0,142,0,250000.0006,254,0,1.42e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,71,0,0,0,2,2,1,1,"Shellcode",1
"238",0.190439,"tcp","-","FIN",10,6,892,268,78.765379,254,252,33732.58594,9409.836914,2,1,19.617889,36.497199,1055.218033,62.358531,255,1.5355408619296e-314,2.02868051758576e-314,255,0.053739,0.007948,0.045791,89,45,0,0,3,1,1,1,"Shellcode",1
"239",0.19989,"tcp","-","FIN",10,6,804,268,75.041272,254,252,28975.93555,8964.930664,2,1,20.270444,38.193,1070.717913,62.148621,255,6.10415321871011e-315,5.86126106115416e-315,255,0.06485,0.008921,0.055929,80,45,0,0,1,1,1,1,"Shellcode",1
"240",4e-06,"udp","-","INT",2,0,130,0,250000.0006,254,0,1.3e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,65,0,0,0,1,2,1,1,"Shellcode",1
"241",0.173632,"tcp","-","FIN",10,6,552,268,86.389608,254,252,22899.00586,10320.67871,2,1,17.916778,24.9556,929.255789,35.707152,255,1.52006753468731e-314,2.33168217393039e-315,255,0.063446,0.04883,0.014616,55,45,0,0,1,1,1,1,"Shellcode",1
"242",1.2e-05,"udp","-","INT",2,0,208,0,83333.33039,254,0,69333328,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,104,0,0,0,2,2,1,1,"Shellcode",1
"243",0.208074,"tcp","-","FIN",10,6,1332,268,72.089736,254,252,46098.98438,8612.320312,2,1,21.161778,39.657801,1077.30649,62.272383,255,5.10475118293894e-315,2.01562825676934e-315,255,0.057664,0.009778,0.047886,133,45,0,0,2,1,1,1,"Shellcode",1
"244",1e-05,"udp","-","INT",2,0,174,0,100000.0025,254,0,69600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,87,0,0,0,2,2,1,1,"Shellcode",1
"245",0.566942,"tcp","-","FIN",10,8,504,354,29.985432,254,252,6406.299316,4374.345215,2,1,56.549222,69.423141,3765.239038,110.410195,255,7.83333388385125e-315,3.27177607550914e-315,255,0.119112,0.080976,0.038136,50,44,0,0,20,1,3,1,"Shellcode",1
"246",5e-06,"udp","-","INT",2,0,250,0,200000.0051,254,0,2e+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1,2,1,1,"Shellcode",1
"247",0.180194,"tcp","-","FIN",10,6,502,268,83.243613,254,252,20067.25977,9944.836914,2,1,18.374556,34.736398,980.819755,59.084387,255,1.50455130574873e-314,1.2735172078773e-314,255,0.051799,0.006509,0.04529,50,45,0,0,1,1,1,1,"Shellcode",1
"248",2.774108,"tcp","-","FIN",10,8,748,354,6.128096,254,252,1943.687866,893.981079,2,1,308.234222,388.181719,19681.00722,637.737562,255,1.8305844556851e-314,1.56645104053567e-314,255,0.097746,0.056098,0.041648,75,44,0,0,1,1,1,1,"Shellcode",1
"249",1e-06,"udp","-","INT",2,0,300,0,1000000.003,254,0,1.2e+09,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1,2,1,1,"Shellcode",1
"250",4e-06,"udp","-","INT",2,0,744,0,250000.0006,254,0,7.44e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,372,0,0,0,1,2,1,1,"Shellcode",1
"251",0.23462,"tcp","-","FIN",10,6,1142,268,63.933167,254,252,35052.42578,7637.882324,2,1,26.068889,44.845398,1236.778735,64.445562,255,2.51213552562577e-315,1.44869009217403e-315,255,0.05812,0.009326,0.048794,114,45,0,0,2,1,1,1,"Shellcode",1
"252",0.317344,"tcp","-","FIN",10,6,1018,268,47.267317,254,252,23116.86914,5646.868652,2,1,32.989222,52.885602,1777.208388,72.895781,255,5.1884005085929e-315,1.87459422956086e-314,255,0.130611,0.052906,0.077705,102,45,0,0,2,1,1,1,"Shellcode",1
"253",1e-05,"udp","-","INT",2,0,216,0,100000.0025,254,0,86400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,108,0,0,0,2,2,1,1,"Shellcode",1
"254",1.1e-05,"udp","-","INT",2,0,176,0,90909.0902,254,0,6.4e+07,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,88,0,0,0,1,2,1,1,"Shellcode",1
"255",0.907371,"tcp","-","FIN",10,8,668,354,18.735446,254,252,5307.641602,2733.170898,2,1,96.814444,98.346141,5522.021038,167.241187,255,6.66247928056685e-315,6.63832530540049e-317,255,0.318425,0.218942,0.099483,67,44,0,0,7,1,1,1,"Shellcode",1
"256",1e-05,"udp","-","INT",2,0,120,0,100000.0025,254,0,4.8e+07,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,2,1,1,"Shellcode",1
"257",1.2e-05,"udp","-","INT",2,0,630,0,83333.33039,254,0,2.1e+08,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,315,0,0,0,3,2,2,1,"Shellcode",1
"258",0.304071,"tcp","-","FIN",10,6,562,268,49.330582,254,252,13312.67969,5893.360352,2,1,31.834111,52.404199,1563.800731,73.905258,255,2.40601080789653e-315,8.88826405637166e-315,255,0.087226,0.042045,0.045181,56,45,0,0,1,1,1,1,"Shellcode",1
"259",4.789434,"tcp","-","FIN",10,8,532,354,3.54948,254,252,800.094543,517.806519,2,1,532.159333,651.152312,34814.81936,1025.265063,255,1.08059033200546e-314,5.26156336502374e-315,255,0.389453,0.230479,0.158974,53,44,0,0,2,1,1,1,"Shellcode",1
"260",4e-06,"udp","-","INT",2,0,238,0,250000.0006,254,0,2.38e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,119,0,0,0,2,2,1,1,"Shellcode",1
"261",9e-06,"udp","-","INT",2,0,202,0,111111.1072,254,0,89777776,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,101,0,0,0,1,2,1,1,"Shellcode",1
"262",0.334594,"tcp","-","FIN",10,6,874,268,44.83045,254,252,18816.83398,5355.744629,2,1,32.805889,59.408398,1771.871324,82.439398,255,4.63897202554556e-315,1.88148102937274e-314,255,0.10453,0.037545,0.066985,87,45,0,0,1,1,1,1,"Shellcode",1
"263",0.255185,"tcp","-","FIN",10,6,852,268,58.780883,254,252,24045.29883,7022.355957,2,1,25.505889,47.404602,1277.655297,69.030242,255,1.5131501788915e-314,4.06086890619766e-315,255,0.068141,0.01815,0.049991,85,45,0,0,1,1,1,1,"Shellcode",1
"264",0.179235,"tcp","-","FIN",10,6,740,268,83.689013,254,252,29726.33789,9998.047852,2,1,18.242556,34.572602,976.724148,58.480988,255,1.85038625548974e-314,1.39543456055881e-314,255,0.052194,0.00637,0.045824,74,45,0,0,1,1,1,1,"Shellcode",1
"265",0.179801,"tcp","-","FIN",10,6,576,268,83.425564,254,252,23092.19531,9966.574219,2,1,18.502333,32.834801,990.213303,56.04393,255,6.07082028446774e-315,1.28678849046486e-316,255,0.06071,0.015622,0.045088,58,45,0,0,1,1,1,1,"Shellcode",1
"266",0.207204,"tcp","-","FIN",10,6,724,268,72.392425,254,252,25173.25977,8648.481445,2,1,20.653778,39.084199,1080.012777,61.460754,255,8.46731062523254e-315,1.98973838837917e-314,255,0.061588,0.011772,0.049816,72,45,0,0,2,1,1,1,"Shellcode",1
"267",1e-05,"udp","-","INT",2,0,344,0,100000.0025,254,0,137600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,172,0,0,0,2,2,1,1,"Shellcode",1
"268",4e-06,"udp","-","INT",2,0,164,0,250000.0006,254,0,1.64e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,82,0,0,0,1,2,1,1,"Shellcode",1
"269",0.47278,"tcp","-","FIN",10,6,544,268,31.727231,254,252,8291.382812,3790.346436,2,1,52.429667,69.767797,2641.925853,102.384578,255,8.11778380009099e-315,5.56817676475588e-315,255,0.18331,0.12394,0.05937,54,45,0,0,1,1,1,1,"Shellcode",1
"270",4e-06,"udp","-","INT",2,0,320,0,250000.0006,254,0,3.2e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,160,0,0,0,6,2,1,1,"Shellcode",1
"271",0.253893,"tcp","-","FIN",10,6,604,268,59.080009,254,252,17141.08008,7058.091797,2,1,26.675889,45.034602,1312.417678,64.585863,255,1.48011906885811e-314,1.96338373761398e-314,255,0.081745,0.02871,0.053035,60,45,0,0,1,1,1,1,"Shellcode",1
"272",1e-06,"udp","-","INT",2,0,336,0,1000000.003,254,0,1.344e+09,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,168,0,0,0,6,2,1,1,"Shellcode",1
"273",0.179328,"tcp","-","FIN",10,6,642,268,83.645613,254,252,25785.1543,9992.862305,2,1,18.371111,34.733398,986.164205,59.701047,255,1.27674127030416e-314,3.54723893271038e-315,255,0.049219,0.005636,0.043583,64,45,0,0,1,1,1,1,"Shellcode",1
"274",1.1e-05,"udp","-","INT",2,0,210,0,90909.0902,254,0,76363632,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,105,0,0,0,1,2,1,1,"Shellcode",1
"275",1.2e-05,"udp","-","INT",2,0,630,0,83333.33039,254,0,2.1e+08,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,315,0,0,0,2,2,1,1,"Shellcode",1
"276",0.484309,"tcp","-","FIN",10,8,518,354,35.101558,254,252,7714.083496,5120.697754,2,1,51.159778,63.813285,3416.369448,110.572922,255,7.63473460275052e-315,1.60050801217191e-314,255,0.103645,0.037609,0.066036,52,44,0,0,1,1,1,1,"Shellcode",1
"277",4e-06,"udp","-","INT",2,0,322,0,250000.0006,254,0,3.22e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,161,0,0,0,1,2,1,1,"Shellcode",1
"278",6e-06,"udp","-","INT",2,0,194,0,166666.6608,254,0,129333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,97,0,0,0,4,2,1,1,"Shellcode",1
"279",0.464537,"tcp","-","FIN",10,6,582,268,32.290216,254,252,9024.039062,3857.604492,2,1,48.635,75.437,2529.111458,117.485938,255,2.45971398966643e-315,2.09906680463154e-314,255,0.16636,0.087349,0.079011,58,45,0,0,2,1,1,1,"Shellcode",1
"280",2e-06,"udp","-","INT",2,0,308,0,500000.0013,254,0,6.16e+08,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,154,0,0,0,7,2,1,1,"Shellcode",1
"281",0.859072,"tcp","-","FIN",10,8,696,354,19.788795,254,252,5838.858398,2886.835938,2,1,93.160333,114.23557,5599.117001,231.334984,255,2.67579238447361e-315,2.15748032378367e-315,255,0.078939,0.059412,0.019527,70,44,0,0,19,1,1,1,"Shellcode",1
"282",0.388303,"tcp","-","FIN",10,8,508,354,43.780242,254,252,9435.929688,6386.764648,2,1,41.573778,52.19743,2939.809904,110.437008,255,3.99380280995519e-315,6.30092868612316e-315,255,0.068905,0.022917,0.045988,51,44,0,0,2,1,1,1,"Shellcode",1
"283",4e-06,"udp","-","INT",2,0,144,0,250000.0006,254,0,1.44e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,2,1,1,"Shellcode",1
"284",2.1e-05,"udp","-","INT",2,0,416,0,47619.048,254,0,79238096,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,208,0,0,0,1,2,1,1,"Shellcode",1
"285",1.1e-05,"udp","-","INT",2,0,464,0,90909.0902,254,0,168727264,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,232,0,0,0,2,2,1,1,"Shellcode",1
"286",7e-06,"udp","-","INT",2,0,110,0,142857.1409,254,0,62857140,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,55,0,0,0,7,2,1,1,"Shellcode",1
"287",0.790706,"tcp","-","FIN",10,8,572,354,21.499774,254,252,5210.533691,3136.437744,2,1,83.171556,102.68843,5763.075629,148.673516,255,1.71717764906645e-314,2.10639579566677e-314,255,0.132024,0.071879,0.060145,57,44,0,0,2,1,1,1,"Shellcode",1
"288",0.202433,"tcp","-","FIN",10,6,1018,268,74.098589,254,252,36239.14844,8852.311523,2,1,21.381556,32.618,1169.593219,53.100871,255,1.6675179870036e-315,5.28299883784633e-315,255,0.085814,0.039338,0.046476,102,45,0,0,1,1,1,1,"Shellcode",1
"289",1e-05,"udp","-","INT",2,0,196,0,100000.0025,254,0,78400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,98,0,0,0,9,2,1,1,"Shellcode",1
"290",0.213747,"tcp","-","FIN",10,6,628,268,70.176425,254,252,21183.92383,8383.743164,2,1,21.396556,40.454602,1124.125261,63.745566,255,1.71560033757518e-314,1.80703658246669e-314,255,0.06804,0.011463,0.056577,63,45,0,0,1,1,1,1,"Shellcode",1
"291",0.363437,"tcp","-","FIN",10,6,1862,268,41.272628,254,252,36892.22656,4930.703125,2,1,33.852,60.156602,1780.876751,76.162742,255,1.52766059837552e-314,1.77788277116479e-315,255,0.121637,0.062651,0.058986,186,45,0,0,1,1,1,1,"Shellcode",1
"292",0.346078,"tcp","-","FIN",10,6,542,268,43.342829,254,252,11280.69336,5178.023438,2,1,38.356444,57.264602,1927.338492,91.344898,255,1.62485154649275e-314,2.68966994736682e-315,255,0.109033,0.059745,0.049288,54,45,0,0,6,1,1,1,"Shellcode",1
"293",0.624621,"tcp","-","FIN",10,6,1018,268,24.014563,254,252,11744.72266,2868.939941,2,1,69.243333,112.090398,3848.721728,175.964594,255,8.74787595033186e-315,1.52822633021955e-314,255,0.163055,0.064162,0.098893,102,45,0,0,5,1,2,1,"Shellcode",1
"294",5e-06,"udp","-","INT",2,0,188,0,200000.0051,254,0,150400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,94,0,0,0,1,2,1,1,"Shellcode",1
"295",1e-05,"udp","-","INT",2,0,148,0,100000.0025,254,0,59200000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,74,0,0,0,1,2,1,1,"Shellcode",1
"296",1.335431,"tcp","-","FIN",10,8,518,354,12.729973,254,252,2797.598633,1857.078369,2,1,148.283333,175.808859,10464.59332,254.646141,255,1.18038709300956e-314,1.48477100965726e-314,255,0.168804,0.104764,0.06404,52,44,0,0,2,1,2,1,"Shellcode",1
"297",0.451422,"tcp","-","FIN",10,6,626,268,33.228331,254,252,9995.082031,3969.677979,2,1,50.158,76.796398,2541.014562,130.091187,255,1.35462631032921e-314,1.24521415637272e-314,255,0.096585,0.066828,0.029757,63,45,0,0,8,1,1,1,"Shellcode",1
"298",5e-06,"udp","-","INT",2,0,536,0,200000.0051,254,0,428800000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,268,0,0,0,1,2,2,1,"Shellcode",1
"299",0.43182,"tcp","-","FIN",10,6,624,268,34.736695,254,252,10411.74512,4149.877441,2,1,45.674556,68.49,2391.814269,113.2935,255,1.48362909450452e-314,1.15902013968106e-314,255,0.132135,0.089359,0.042776,62,45,0,0,1,1,1,1,"Shellcode",1
"300",0.53483,"tcp","-","FIN",10,6,644,268,28.046296,254,252,8675.654297,3350.597656,2,1,59.425556,82.997398,3008.45914,123.096961,255,2.08920666934456e-314,7.56182135816528e-315,255,0.207335,0.11909,0.088245,64,45,0,0,1,1,2,1,"Shellcode",1
"301",1.3e-05,"udp","-","INT",2,0,500,0,76923.07779,254,0,153846160,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,250,0,0,0,1,2,1,1,"Shellcode",1
"302",1.019988,"tcp","-","FIN",10,8,686,354,16.666864,254,252,4847.116211,2431.401367,2,1,111.455222,131.902422,6148.969607,252.755016,255,1.52550523106675e-314,1.96150801887175e-314,255,0.147186,0.096661,0.050525,69,44,0,0,1,1,2,1,"Shellcode",1
"303",0.184967,"tcp","-","FIN",10,6,590,268,81.095548,254,252,22966.25977,9688.214844,2,1,18.884444,34.484199,1002.929702,57.510012,255,1.49294371412557e-314,8.40054570646713e-316,255,0.05776,0.012539,0.045221,59,45,0,0,1,1,1,1,"Shellcode",1
"304",2e-06,"udp","-","INT",2,0,944,0,500000.0013,254,0,1.888e+09,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,472,0,0,0,2,2,1,1,"Shellcode",1
"305",0.380605,"tcp","-","FIN",10,6,530,268,39.410937,254,252,10026.14258,4708.293457,2,1,36.795889,57.992199,2089.180048,78.804812,255,4.2812831470029e-315,5.92983096970615e-316,255,0.166395,0.090633,0.075762,53,45,0,0,2,1,1,1,"Shellcode",1
"306",3e-06,"udp","-","INT",2,0,244,0,333333.3215,254,0,325333312,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,122,0,0,0,1,2,1,1,"Shellcode",1
"307",7e-06,"udp","-","INT",2,0,166,0,142857.1409,254,0,94857144,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,2,1,1,"Shellcode",1
"308",1.2e-05,"udp","-","INT",2,0,232,0,83333.33039,254,0,77333328,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,116,0,0,0,1,2,1,1,"Shellcode",1
"309",0.379294,"tcp","-","CON",6,2,358,96,18.45534,254,252,6306.453613,1012.407227,2,1,75.8588,0.011,3800.778933,0,255,2.02523017012872e-314,7.38328174998644e-315,255,0.202535,0.103102,0.099433,60,48,0,0,2,4,1,1,"Shellcode",1
"310",0.180735,"tcp","-","FIN",10,6,536,268,82.994436,254,252,21379.36719,9915.068359,2,1,18.491889,34.770199,990.290969,59.106164,255,6.8647822259685e-315,1.89611444600522e-314,255,0.05082,0.006873,0.043947,54,45,0,0,2,1,1,1,"Shellcode",1
"311",0.446818,"tcp","-","FIN",10,6,708,268,33.570716,254,252,11422.99609,4010.581543,2,1,46.676111,75.080398,2554.650181,112.291852,255,1.74261655212146e-314,3.06241822841214e-316,255,0.164876,0.071412,0.093464,71,45,0,0,1,1,1,1,"Shellcode",1
"312",1.043635,"tcp","-","FIN",10,8,588,354,16.28922,254,252,4062.723145,2376.309814,2,1,115.859,136.998,6597.300227,221.016,255,1.31927122616849e-314,6.00062571514925e-315,255,0.140746,0.084645,0.056101,59,44,0,0,5,1,1,1,"Shellcode",1
"313",0.286459,"tcp","-","FIN",10,6,924,268,52.363515,254,252,23235.4375,6255.694336,2,1,29.549,45.068398,1573.8973,65.952187,255,1.44963512117877e-315,1.67131322538385e-314,255,0.105914,0.061107,0.044807,92,45,0,0,6,1,1,1,"Shellcode",1
"314",1e-05,"udp","-","INT",2,0,416,0,100000.0025,254,0,166400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,208,0,0,0,6,2,1,1,"Shellcode",1
"315",1.010406,"tcp","-","FIN",10,8,1194,354,16.82492,254,252,8511.429688,2454.45874,2,1,112.163222,132.521422,6451.740365,216.029687,255,1.13460294560715e-314,1.16946624324686e-314,255,0.183706,0.082749,0.100957,119,44,0,0,6,1,1,1,"Shellcode",1
"316",0.596564,"tcp","-","FIN",10,8,490,354,28.496524,254,252,5913.866699,4157.140137,2,1,59.506778,79.118,3910.774501,138.017891,255,1.43534946648495e-314,1.88187988560423e-314,255,0.103737,0.042734,0.061003,49,44,0,0,4,1,3,1,"Shellcode",1
"317",5e-06,"udp","-","INT",2,0,156,0,200000.0051,254,0,124800000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,2,1,1,"Shellcode",1
"318",1.1e-05,"udp","-","INT",2,0,132,0,90909.0902,254,0,4.8e+07,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,66,0,0,0,2,2,1,1,"Shellcode",1
"319",8e-06,"udp","-","INT",2,0,744,0,125000.0003,254,0,3.72e+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,372,0,0,0,5,2,3,1,"Shellcode",1
"320",1e-05,"udp","-","INT",2,0,406,0,100000.0025,254,0,162400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,203,0,0,0,5,2,1,1,"Shellcode",1
"321",2.528676,"tcp","-","FIN",10,8,582,354,6.722886,254,252,1657.784546,980.750366,2,1,278.614889,353.727438,18894.1508,545.073,255,1.04565227630475e-314,7.63690781472229e-315,255,0.095119,0.052574,0.042545,58,44,0,0,1,1,1,1,"Shellcode",1
"322",5e-06,"udp","-","INT",2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,4,2,1,1,"Shellcode",1
"323",1e-06,"udp","-","INT",2,0,312,0,1000000.003,254,0,1.248e+09,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,156,0,0,0,10,2,1,1,"Shellcode",1
"324",0.629471,"tcp","-","FIN",10,8,536,354,27.006804,254,252,6138.487793,3939.816162,2,1,66.413889,82.072711,4127.55859,139.403703,255,5.40875146452956e-315,1.16173202945022e-314,255,0.146081,0.054956,0.091125,54,44,0,0,1,1,2,1,"Shellcode",1
"325",1.2e-05,"udp","-","INT",2,0,690,0,83333.33039,254,0,229999984,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,345,0,0,0,4,2,1,1,"Shellcode",1
"326",0.76265,"tcp","-","FIN",10,8,500,354,22.290697,254,252,4720.382812,3251.819336,2,1,81.779444,90.68657,5001.604883,144.235141,255,7.79081230684621e-315,1.25710116830409e-314,255,0.197699,0.127822,0.069877,50,44,0,0,1,1,1,1,"Shellcode",1
"327",1.1e-05,"udp","-","INT",2,0,744,0,90909.0902,254,0,270545440,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,372,0,0,0,1,2,1,1,"Shellcode",1
"328",0.409373,"tcp","-","FIN",10,6,1836,268,36.641402,254,252,32303.06055,4377.42627,2,1,36.39,73.655602,1781.490464,90.83043,255,7.53470165514663e-315,2.0620674349228e-314,255,0.099419,0.041085,0.058334,184,45,0,0,6,1,1,1,"Shellcode",1
"329",1.1e-05,"udp","-","INT",2,0,254,0,90909.0902,254,0,92363632,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,127,0,0,0,2,2,1,1,"Shellcode",1
"330",0.56016,"tcp","-","FIN",8,4,796,182,19.637247,254,252,9954.298828,1956.583862,2,1,80.022859,157.546,4256.693459,222.793797,255,1.36820336075773e-314,9.74341594411869e-315,255,0.07476,0.04072,0.03404,100,46,0,0,2,1,1,1,"Shellcode",1
"331",4e-06,"udp","-","INT",2,0,240,0,250000.0006,254,0,2.4e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,120,0,0,0,5,2,1,1,"Shellcode",1
"332",0.455311,"tcp","-","FIN",10,8,590,354,37.337117,254,252,9329.886719,5446.82666,2,1,48.189,59.254285,3211.358487,111.150891,255,1.41533875448042e-314,1.79391871417908e-315,255,0.099538,0.040528,0.05901,59,44,0,0,1,1,1,1,"Shellcode",1
"333",1.8e-05,"udp","-","INT",2,0,350,0,55555.55359,254,0,77777776,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,175,0,0,0,1,2,1,1,"Shellcode",1
"334",1e-06,"udp","-","INT",2,0,226,0,1000000.003,254,0,9.04e+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,2,1,1,"Shellcode",1
"335",8e-06,"udp","-","INT",2,0,360,0,125000.0003,254,0,1.8e+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,180,0,0,0,1,2,4,1,"Shellcode",1
"336",3e-06,"udp","-","INT",2,0,520,0,333333.3215,254,0,693333312,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,260,0,0,0,8,2,1,1,"Shellcode",1
"337",1e-05,"udp","-","INT",2,0,336,0,100000.0025,254,0,134400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,168,0,0,0,2,2,2,1,"Shellcode",1
"338",0.282834,"tcp","-","FIN",10,6,908,268,53.034643,254,252,23137.24805,6335.87207,2,1,30.838778,47.611398,1532.903053,71.231062,255,1.27304363360412e-315,7.42662891068568e-315,255,0.063531,0.044771,0.01876,91,45,0,0,3,1,1,1,"Shellcode",1
"339",0.949367,"tcp","-","FIN",10,8,726,354,17.906669,254,252,5511.040527,2612.266846,2,1,102.346444,126.74443,6426.571147,190.849516,255,1.45470362552216e-314,2.04479227942e-314,255,0.143728,0.062155,0.081573,73,44,0,0,6,1,1,1,"Shellcode",1
"340",0.807595,"tcp","-","FIN",10,8,570,354,21.050155,254,252,5081.754883,3070.846191,2,1,89.631778,110.84857,5179.04339,228.540734,255,1.96771171956916e-314,1.27769914254536e-314,255,0.095811,0.031653,0.064158,57,44,0,0,1,1,2,1,"Shellcode",1
"341",5e-06,"udp","-","INT",2,0,200,0,200000.0051,254,0,1.6e+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,2,1,1,"Shellcode",1
"342",4e-06,"udp","-","INT",2,0,332,0,250000.0006,254,0,3.32e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,166,0,0,0,5,2,1,1,"Shellcode",1
"343",1e-05,"udp","-","INT",2,0,236,0,100000.0025,254,0,94400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,118,0,0,0,3,2,2,1,"Shellcode",1
"344",0.219843,"tcp","-","FIN",10,6,632,268,68.23051,254,252,20705.68555,8151.271484,2,1,24.333778,39.056801,1245.069513,64.729012,255,1.06462620489125e-314,1.42734753531306e-314,255,0.078572,0.024548,0.054024,63,45,0,0,9,1,1,1,"Shellcode",1
